0,9.1005,9.0935,2.929687e-07,1684.53,4863.07
200,5.5621,5.5098,5.888672e-05,1628.57,5030.17
400,4.1920,4.1340,1.174805e-04,1562.85,5241.69
600,3.6692,3.5651,1.760742e-04,1567.12,5227.42
800,2.8941,3.2394,2.346680e-04,1561.70,5245.57
1000,2.7562,3.0806,2.932617e-04,1563.89,5238.21
1200,3.0440,2.8886,2.999623e-04,1561.53,5246.12
1400,2.9990,2.7600,2.998279e-04,1562.30,5243.56
1600,2.3962,2.6424,2.995962e-04,1562.70,5242.21
1800,2.2683,2.5890,2.992674e-04,1561.61,5245.88
2000,2.6727,2.5251,2.988417e-04,1561.68,5245.62
2200,1.9517,2.5014,2.983194e-04,1562.22,5243.83
2400,2.6618,2.4191,2.977010e-04,1642.02,4988.98
2600,2.5903,2.3953,2.969868e-04,1589.02,5155.39
2800,1.7888,2.3920,2.961773e-04,1572.47,5209.63
3000,2.0455,2.3159,2.952732e-04,1569.31,5220.14
3200,1.9409,2.3194,2.942751e-04,1563.55,5239.38
3400,2.4800,2.2775,2.931837e-04,1570.45,5216.36
3600,2.4345,2.2630,2.919999e-04,1561.69,5245.59
3800,2.4851,2.2302,2.907243e-04,1561.58,5245.95
4000,1.8868,2.2335,2.893581e-04,1568.81,5221.79
4200,2.4337,2.2021,2.879021e-04,1612.40,5080.61
4400,1.6856,2.2067,2.863575e-04,1564.08,5237.57
4600,1.8529,2.1814,2.847253e-04,1561.20,5247.25
4800,1.8210,2.1596,2.830067e-04,1561.44,5246.45
5000,2.3106,2.1563,2.812029e-04,1563.88,5238.25
5200,1.7871,2.1685,2.793153e-04,1606.53,5099.18
5400,2.3391,2.1203,2.773453e-04,1626.96,5035.16
5600,2.2940,2.1102,2.752941e-04,1627.09,5034.75
5800,2.2559,2.1057,2.731634e-04,1626.98,5035.10
6000,2.0890,2.0865,2.709546e-04,1627.01,5035.01
6200,1.6541,2.0980,2.686694e-04,1627.68,5032.92
6400,2.1622,2.0750,2.663093e-04,1627.20,5034.43
6600,1.6803,2.0814,2.638762e-04,1626.82,5035.58
6800,2.1947,2.0500,2.613717e-04,1626.81,5035.62
7000,1.6820,2.0536,2.587977e-04,1626.71,5035.92
7200,1.5734,2.0567,2.561560e-04,1626.69,5036.00
